instnm,city,stabbr,zip,latitude,longitude,adm_rate,sat_mid_read,sat_mid_math,act_mid_cumulative,act_mid_english,act_mid_math,act_mid_writing,sat_avg,ug_enrol,nprice_pub_cat1,nprice_pub_cat2,nprice_pub_cat3,nprice_pub_cat4,nprice_pub_cat5,nprice_pvt_cat1,nprice_pvt_cat2,nprice_pvt_cat3,nprice_pvt_cat4,nprice_pvt_cat5,avg_cost_attendance,completion_rate,grad_debt_median,grad_debt_med_LY,grad_debt_med_MY,grad_debt_med_HY,female,married,avg_familyincome,median_householdincome,median_earn_aftr6yr,number_gradstudent,zipcode,own_sc_low,parent_sc_low,own_sc_high,parent_sc_high,merge1,state,county,v_tier,v_ipeds_enrollment_2013,v_sticker_price_2013,v_sat_avg_2013,v_scorecard_netprice_2013,v_black_share_fall_2000,v_hisp_share_fall_2000,v_pct_arthuman_2000,v_pct_business_2000,v_pct_health_2000,v_pct_multidisci_2000,v_pct_publicsocial_2000,v_pct_stem_2000,v_pct_socialscience_2000,v_pct_tradepersonal_2000,_merge
Utah Valley University,Orem,UT,84058-5999,40.281078,-111.716456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28120,7707,9992,11196,12446,13248,NULL,NULL,NULL,NULL,NULL,13597,0.319,15108,10000,9430,6500,0.47188775,0.264304906,46899.527217,65815.47,39359,625,84058,1.71875,1.50782,1.81353,1.58764,matched (3),UT,Utah,7,30370,5270,,8211,.0023870906,.025589611,1.5412512,17.76972,8.204896,58.522213,1.6772439,4.5330915,2.130553,5.6210337,matched (3)
Utica University,Utica,NY,13502-4892,43.096213,-75.272916,0.8641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3108,NULL,NULL,NULL,NULL,NULL,16281,19744,22122,24508,28764,34427,0.5447,23000,17250,17500,18471,0.6048317515,0.1108714409,63337.983607,55854.21,49297,1310,13502,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
VH Barber & Styling Academy,Bossier City,LA,71111-4409,32.517057,-93.717542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,15071,NULL,NULL,NULL,NULL,NULL,NULL,15194,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3928571429,PrivacySuppressed,18994,NULL,NULL,NULL,71111,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
VICI Beauty School,Greenfield,WI,53228,42.969877,-88.049912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,NULL,NULL,NULL,NULL,NULL,6416,6619,10217,14167,13977,NULL,NULL,6212,6170,5500,9325,PrivacySuppressed,0.0671378092,43909.80212,68907.18,27183,NULL,53228,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Valdosta State University,Valdosta,GA,31698,30.847402,-83.289282,0.7845,550,515,21,21,20,NULL,1072,9367,11021,12223,14745,17022,17151,NULL,NULL,NULL,NULL,NULL,20998,0.4032,25000,17262,15514,14000,0.6277355962,0.0794997767,49340.930549,57353.47,35864,2734,31698,1.24234,1.15245,1.53896,1.28411,matched (3),GA,Lowndes,5,9718,6142,1015,13421,.21919273,.013632718,11.086798,21.881838,8.5339165,5.7622175,6.6374907,7.6586437,38.293217,.14587893,matched (3)
Valencia College,Orlando,FL,32835,28.520898,-81.471466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36915,4942,5637,7781,8487,NULL,NULL,NULL,NULL,NULL,NULL,10735,0.4352,9250,6500,5500,5500,0.5756013746,0.0805105547,30746.683603,58543.84,30785,NULL,32835,.90380001,.89546001,1.1255,1.01691,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Valley City State University,Valley City,ND,58072,46.918517,-98.00389,0.806,490,485,20,19,20,NULL,1030,1004,7877,8570,11105,12696,14021,NULL,NULL,NULL,NULL,NULL,18712,0.4491,20500,10500,10750,13000,0.5350877193,0.1122807018,67166.314035,48927.68,41624,135,58072,1.6654,1.14801,1.73402,1.1982599,matched (3),ND,Barnes,5,1211,6674,897,8654,.0082568806,.0082568806,1.4285715,16.190475,0,12.857142,0,8.0952377,61.42857,0,matched (3)
Valley College of Medical Careers,West Hills,CA,91304,34.221839,-118.606731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129,NULL,NULL,NULL,NULL,NULL,22883,24675,NULL,NULL,NULL,NULL,NULL,8279,8109,PrivacySuppressed,PrivacySuppressed,0.79375,0.1625,20514.48125,NULL,32339,NULL,91304,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Valley College-Beckley,Beckley,WV,25801,37.789287,-81.187539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,NULL,NULL,NULL,NULL,NULL,24205,23367,25266,NULL,NULL,NULL,NULL,9500,8607,PrivacySuppressed,PrivacySuppressed,0.7120141343,0.3374558304,16680.150177,40590.14,20839,NULL,25801,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Valley College-Cleveland,Cleveland,OH,44129-6810,41.419409,-81.747723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221,NULL,NULL,NULL,NULL,NULL,18215,24736,NULL,28481,NULL,NULL,NULL,9500,9267,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,44129,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Valley College-Martinsburg,Martinsburg,WV,25404-6203,39.486897,-77.959272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,628,NULL,NULL,NULL,NULL,NULL,23555,23467,22315,30160,NULL,NULL,0.7143,9500,9267,PrivacySuppressed,PrivacySuppressed,0.788,0.268,19785.252,53619.82,21025,NULL,25404,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Valley Forge Military College,Wayne,PA,19087-3695,40.053697,-75.382097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,NULL,NULL,37512,45312,45052,37613,47742,49975,NULL,11066,9500,9500,5500,0.1149425287,PrivacySuppressed,55174.241379,75660.87,39473,NULL,19087,1.40499,,1.43476,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Valley Grande Institute for Academic Studies,Weslaco,TX,78596,26.158256,-97.990391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,NULL,NULL,10060,14404,NULL,NULL,NULL,NULL,NULL,8350,7917,PrivacySuppressed,PrivacySuppressed,0.8277404922,0.2438478747,19082.176734,32935.16,27073,NULL,78596,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Valor Christian College,Canal Winchester,OH,43110,39.891571,-82.829696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,289,NULL,NULL,NULL,NULL,NULL,12399,14407,13589,17467,17467,18967,NULL,15005,12114,12000,9250,0.5627906977,0.1581395349,31554.04186,NULL,NULL,NULL,43110,1.3090301,,1.3592,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Valparaiso University,Valparaiso,IN,46383,41.462239,-87.040172,0.8663,590,585,26,26,25,NULL,1199,2719,NULL,NULL,NULL,NULL,NULL,19548,19717,21256,23646,25676,53847,0.655,27000,25000,25000,22500,0.571043771,0.030976431,82939.049832,72576.06,47544,399,46383,1.66432,1.42197,1.76651,1.45486,matched (3),IN,Porter,6,3251,34760,1110,13980,.032896947,.022155086,13.07815,13.07815,6.060606,7.9744816,2.3923445,23.444977,33.971291,0,matched (3)
Vance-Granville Community College,Henderson,NC,27537,36.323887,-78.487651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1817,3176,3141,4151,5395,NULL,NULL,NULL,NULL,NULL,NULL,10976,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6534740545,0.1407211961,20886.921724,49828.1,25982,NULL,27537,.53535002,.76433003,.80290002,.83789998,matched (3),,,,,,,,,,,,,,,,,,master only (1)
VanderCook College of Music,Chicago,IL,60616-3731,41.836833,-87.629138,1,508,518,18,24,22,7,1007,66,NULL,NULL,NULL,NULL,NULL,21959,26756,32020,31084,24084,37584,0.72,27000,PrivacySuppressed,PrivacySuppressed,26525,0.4255319149,PrivacySuppressed,66916.893617,65913.33,38073,231,60616,,,,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Vanderbilt University,Nashville,TN,37240,36.14659,-86.803369,0.1162,745,775,34,35,33,9,1520,7052,NULL,NULL,NULL,NULL,NULL,3176,4652,7694,15636,40509,73148,0.9275,14509,7213,10000,15000,0.5281124498,PrivacySuppressed,91752.13253,76279.78,65261,6480,37240,1.81599,1.56906,1.8947901,1.6349,matched (3),TN,Davidson,2,6835,43838,1505,7411,.047683235,.032350462,14.463112,0,0,5.1862674,0,30.606281,49.744339,0,matched (3)
Vanguard College of Cosmetology-Baton Rouge,Baton Rouge,LA,70816,30.41107,-91.044491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,NULL,NULL,NULL,NULL,NULL,12795,13462,16567,18990,18990,NULL,NULL,12500,9833,9833,9661,0.9685314685,0.0961538462,35292.187063,NULL,18071,NULL,70816,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vanguard College of Cosmetology-Metairie,Metairie,LA,70002-4705,30.004827,-90.163276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,NULL,NULL,NULL,20270,NULL,NULL,NULL,NULL,NULL,NULL,12500,9833,9833,9661,0.9685314685,0.0961538462,35292.187063,NULL,18071,NULL,70002,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vanguard University of Southern California,Costa Mesa,CA,92626,33.662686,-117.900911,0.4999,530,515,21,NULL,NULL,NULL,1050,1995,NULL,NULL,NULL,NULL,NULL,16602,15246,19963,23446,27742,48086,0.6262,22999,16856,16384,18500,0.6605769231,0.0663461538,60122.844231,75891.29,40449,292,92626,1.82574,1.52414,1.85934,1.57345,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Vanguard-Sentinel Adult Career and Technology Center,Fremont,OH,43420,41.365056,-83.128188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,20342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3611111111,19285.972222,53105.52,30848,NULL,43420,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vantage Career Center,Van Wert,OH,45891,40.882295,-84.570198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10464,11683,PrivacySuppressed,PrivacySuppressed,0.5853658537,0.3170731707,26511.634146,54666.53,35320,NULL,45891,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vassar College,Poughkeepsie,NY,12604,41.686895,-73.895088,0.2454,715,725,33,35,30,9,1456,2421,NULL,NULL,NULL,NULL,NULL,10535,13193,17403,23189,43674,75203,0.8761,18707,7116,15500,19000,0.5671232877,PrivacySuppressed,94583.09863,80899.18,43438,NULL,12604,1.84255,1.53265,1.88905,1.59322,matched (3),NY,Dutchess,2,2477,49570,1405,4456,.054583333,.048749998,40.669014,0,0,9.1549301,0,10.56338,39.612679,0,matched (3)
Vaughn Beauty College,Aberdeen,MS,39730-3238,33.82442,-88.541839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL,NULL,NULL,NULL,NULL,12362,NULL,13612,12362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39730,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vaughn College of Aeronautics and Technology,Flushing,NY,11369,40.768348,-73.881721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1438,NULL,NULL,NULL,NULL,NULL,38389,38624,40643,42619,41184,46339,0.3808,22750,14250,12000,12250,0.12723449,0.0988433228,32448.40694,55978.8,57695,4,11369,1.46323,,1.53982,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Veeb Nassau County School of Practical Nursing,Hicksville,NY,11801-4302,40.766548,-73.520569,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212,33146,36181,36074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38480,NULL,9500,9500,9500,7017,0.8673139159,0.216828479,33447.456311,69079.84,54229,NULL,11801,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,34.735685,-92.289597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,8165,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8777.0681818,46600.84,NULL,NULL,72202,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Venango County Area Vocational Technical School,Oil City,PA,16301,41.426492,-79.687135,0.5818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,14009,14727,16034,19217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14677,9500,14677,8705,0.8842105263,0.2526315789,32937.536842,43983.09,32541,NULL,16301,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Ventura Adult and Continuing Education,Ventura,CA,93003-0000,34.256061,-119.219561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,10084,7169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5515,4850,PrivacySuppressed,PrivacySuppressed,0.5853658537,0.2146341463,19763.843902,69787.66,30197,NULL,93003,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Ventura College,Ventura,CA,93003-3872,34.277393,-119.230604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10702,321,1269,4076,5644,6257,NULL,NULL,NULL,NULL,NULL,9371,NULL,10573,7500,6500,6500,0.5580276609,0.0763680096,26174.163259,68802.22,32472,NULL,93003,1.17994,1.12453,1.45278,1.3614399,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Venus Beauty Academy,Sharon Hill,PA,19079,39.908715,-75.273105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,NULL,NULL,21050,NULL,24330,24330,NULL,NULL,NULL,7895,7388,PrivacySuppressed,PrivacySuppressed,0.9224806202,PrivacySuppressed,33450.224806,68397.33,23612,NULL,19079,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Veritas Baptist College,Greendale,IN,47025,39.145234,-84.82617,0.6757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164,NULL,NULL,NULL,NULL,NULL,8140,8108,9077,NULL,NULL,11238,0.25,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4285714286,0.3714285714,39275.742857,NULL,NULL,52,47025,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vermilion Community College,Ely,MN,55731-1918,47.905184,-91.837777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,358,10104,12094,13344,17158,17463,NULL,NULL,NULL,NULL,NULL,17922,NULL,12000,6650,8200,8250,0.2487804878,PrivacySuppressed,51935.143902,56463.98,37005,NULL,55731,1.39223,.93089002,1.4743,.95475,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Vermont College of Fine Arts,Montpelier,VT,05602,44.25521,-72.567616,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,371,5602,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vermont Law School,South Royalton,VT,05068-0096,43.821406,-72.520919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,66187.07,NULL,624,5068,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vermont Technical College,Randolph,VT,05061,43.939623,-72.604498,0.584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1182,16801,17560,21298,23146,25251,NULL,NULL,NULL,NULL,NULL,27813,0.6432,13000,12000,9500,11000,0.538807649,0.1631046119,55360.192351,58283.13,49559,4,5061,1.4780999,.97903001,1.56905,1.0518301,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Vernon College,Vernon,TX,76384-4092,34.159298,-99.319094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2740,2938,4797,7716,9130,9661,NULL,NULL,NULL,NULL,NULL,11550,NULL,11710,6888,7500,8149,0.6264222503,0.1845764855,35731.953224,45348.72,31510,NULL,76384,1.00384,.79622,1.21375,.86052001,matched (3),TX,Wilbarger,9,3084,4200,,4472,.070644394,.11885442,0,12.962963,45.767197,7.9365077,7.1428576,4.7619047,0,21.428572,matched (3)
Verve College,Oak Brook,IL,60523,41.84402,-87.984611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11600,9500,PrivacySuppressed,PrivacySuppressed,0.9010238908,0.204778157,23478.78157,NULL,56409,NULL,60523,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vet Tech Institute,Pittsburgh,PA,15222-3400,40.443884,-80.000229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,292,NULL,NULL,NULL,NULL,NULL,12311,13676,16318,20803,21178,22013,NULL,13620,12031,12125,12945,0.940397351,0.0331125828,53143.96468,53529.58,29737,NULL,15222,1.44346,.92480999,1.46232,1.00076,matched (3),PA,Allegheny,11,385,14600,,11114,.17279412,.0036764706,0,10.362695,89.637306,0,0,0,0,0,matched (3)
Vet Tech Institute of Houston,Houston,TX,77027,29.728907,-95.455533,0.7794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202,NULL,NULL,NULL,NULL,NULL,13836,14771,17207,20046,20046,20046,NULL,12000,11912,10795,11961,0.9016853933,0.1011235955,47377.926966,57044.74,31285,NULL,77027,,,,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Vibe Barber College,Memphis,TN,38107-2538,35.165189,-90.036149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,NULL,NULL,NULL,NULL,NULL,10093,NULL,NULL,NULL,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1643835616,PrivacySuppressed,10194.068493,NULL,NULL,NULL,38107,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Victor Valley College,Victorville,CA,92395-5850,34.472231,-117.261456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8488,8980,8853,11994,13290,NULL,NULL,NULL,NULL,NULL,NULL,16951,NULL,9300,6875,PrivacySuppressed,PrivacySuppressed,0.6009567799,0.1232266579,19019.921643,53361.42,27419,NULL,92395,1.16678,1.05155,1.36269,1.2196701,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Victor Valley Community College - Aviation Technology,Victorville,CA,92394-7929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92394,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Victoria Beauty College Inc,Victoria,TX,77901-6233,28.807928,-96.990854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,NULL,NULL,NULL,18051,17107,18527,20917,NULL,NULL,NULL,9659,5828,PrivacySuppressed,PrivacySuppressed,0.8630952381,0.1964285714,22225.35119,48436.67,18483,NULL,77901,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Victoria College,Victoria,TX,77901,28.816446,-96.979226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2688,4647,5433,7423,9874,10673,NULL,NULL,NULL,NULL,NULL,10998,NULL,11200,7647,8939,6500,0.6947712418,0.1549019608,29564.420261,49349.59,32123,NULL,77901,1.2807,1.10577,1.49511,1.21962,matched (3),TX,Victoria,9,4419,4050,,7072,.046991546,.28990552,0,9.9378881,48.240166,13.250518,13.664596,10.559007,0,4.347826,matched (3)
Victoria's Academy of Cosmetology,Kennewick,WA,99336,46.206992,-119.118142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,NULL,NULL,NULL,NULL,NULL,17667,20854,NULL,NULL,NULL,NULL,NULL,7830,7070,PrivacySuppressed,PrivacySuppressed,0.8452380952,0.1547619048,21747.125,NULL,21766,NULL,99336,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Victory Career College,Torrance,CA,90502-4434,33.854769,-118.291723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,14753,NULL,NULL,NULL,NULL,NULL,NULL,5573,4365,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,90502,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Villa Maria College,Buffalo,NY,14225-3999,42.91223,-78.796823,0.7874,NULL,NULL,NULL,NULL,NULL,NULL,NULL,504,NULL,NULL,NULL,NULL,NULL,12764,11426,14163,17869,20098,30460,0.2952,22500,9500,14750,13000,0.5881147541,0.0286885246,36259.983607,48601.33,29697,NULL,14225,.88577998,,1.20437,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Villanova University,Villanova,PA,19085-1699,40.039388,-75.345457,0.3066,680,710,32,33,30,NULL,1406,6980,NULL,NULL,NULL,NULL,NULL,24907,26460,28580,36160,53419,73042,0.922,26000,25000,25437,23500,0.5794684732,0.0244919229,139368.18656,90091.77,77358,3995,19085,1.8428299,1.65606,1.91423,1.69987,matched (3),PA,Delaware,2,7042,45966,1310,20259,.030213187,.042072568,4.9763031,35.248814,5.8056874,5.7464457,2.6066351,17.772512,27.843601,0,matched (3)
Vincennes Beauty College,Vincennes,IN,47591,38.679739,-87.53241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,6483,NULL,10207,NULL,12023,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33617.875,44657.34,NULL,NULL,47591,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Vincennes University,Vincennes,IN,47591,38.687766,-87.519939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4850,9228,10531,13047,15348,15549,NULL,NULL,NULL,NULL,NULL,18741,0.2757,12596,9390,9250,9485,0.4518243391,0.0989731265,42630.224383,53574.4,32546,NULL,47591,1.15075,.86559999,1.37772,.93618,matched (3),IN,Knox,7,18383,5174,,8624,.054967828,.010906314,5.1679587,16.365202,13.867355,16.795866,9.9052544,18.346252,4.6511631,14.900948,matched (3)
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,23456-2499,36.743065,-76.074108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,1614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,23038.15,PrivacySuppressed,NULL,NULL,23456,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Virginia Beach Theological Seminary,Virginia Beach,VA,23464-6847,36.765993,-76.189475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,23464,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Virginia Commonwealth University,Richmond,VA,23284-2512,37.54962,-77.452697,0.906,590,565,25,26,23,NULL,1163,21334,14507,15891,18553,23030,27769,NULL,NULL,NULL,NULL,NULL,31983,0.661,21500,18000,17500,15500,0.6243783971,0.028217879,70086.775066,72221.8,42487,7127,23284,1.6420701,1.43304,1.77065,1.50972,matched (3),VA,Richmond City,5,23356,12398,1105,11544,.21454105,.023205088,23.627361,13.681368,11.881188,4.3204322,5.4005404,17.011702,24.077408,0,matched (3)
Virginia Highlands Community College,Abingdon,VA,24212-0828,36.698866,-82.001118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1422,5799,5662,6507,6402,NULL,NULL,NULL,NULL,NULL,NULL,12057,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6034482759,0.1944444444,22945.173372,42843.53,27792,NULL,24212,.9364,.67179,1.08316,.7252,matched (3),VA,Washington,9,2484,4170,,4790,.019077197,.0031055901,0,25.09804,24.705883,22.745098,4.7058825,22.745098,0,0,matched (3)
Virginia Military Institute,Lexington,VA,24450-0304,37.7896,-79.437067,0.5988,590,575,25,25,24,NULL,1180,1698,10556,12429,13613,18173,27394,NULL,NULL,NULL,NULL,NULL,32420,0.854,21500,14750,19575,16750,0.1434108527,PrivacySuppressed,110520.69186,73425.96,60651,NULL,24450,1.6446199,1.57622,1.6985101,1.57802,matched (3),VA,Lexington City,5,1675,15518,1160,5571,.056153845,.027692307,5.7692308,0,0,0,0,43.846153,50.384613,0,matched (3)
Virginia Peninsula Community College,Hampton,VA,23666,37.063821,-76.420046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4597,4608,5487,7425,9541,11287,NULL,NULL,NULL,NULL,NULL,11826,NULL,9500,9003,5551,5500,0.6165514165,0.1730983716,33855.070712,56140.55,28948,NULL,23666,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-0131,37.229012,-80.423675,0.6577,635,635,28,28,27,NULL,1280,29893,11934,14003,18372,23999,26368,NULL,NULL,NULL,NULL,NULL,27283,0.8608,22406,19000,19500,19500,0.4649326521,0.0072766682,104698.14429,77607.85,60842,7004,24061,1.7637399,1.58296,1.83512,1.62614,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Virginia State University,Petersburg,VA,23806,37.234692,-77.419026,0.9626,465,445,18,17,17,NULL,916,3653,15823,16672,19200,20708,22478,NULL,NULL,NULL,NULL,NULL,23673,0.462,27000,15918,16263,15000,0.5609447491,0.0168705188,42112.202024,59119.77,33021,361,23806,1.40961,.98723,1.50693,1.0315,matched (3),VA,Chesterfield,5,5073,8002,840,11936,.95335448,.0089260004,7.6288657,23.505154,0,17.525774,8.0412369,14.226804,29.072165,0,matched (3)
Virginia Union University,Richmond,VA,23220,37.562405,-77.450903,0.7535,435,415,15,16,17,NULL,851,1140,NULL,NULL,NULL,NULL,NULL,18941,19117,21816,23159,21041,32082,0.3563,29000,27000,25798,26000,0.5431472081,PrivacySuppressed,37213.75736,59784.74,29643,307,23220,1.3049099,.91904002,1.39002,.95383,matched (3),VA,Richmond City,6,1359,14930,775,17922,.9903304,.0032232071,6.3218389,24.712643,0,1.1494253,8.0459766,12.643678,47.126434,0,matched (3)
